id,type,title,content,source,url,username,country,language,category,source_reliability,status,ai_analysis,custom_text,posted_content,tweet_id,posted_at,approved_at,rejected_at,created_at
1763261101,tweet,Market analysis shows positive trends in crypto investments #crypto #finance,Market analysis shows positive trends in crypto investments #crypto #finance,Twitter,,tech_news,,,,5,pending,"{""approved"": true, ""reason"": ""Contains: market, finance"", ""sentiment"": ""positive"", ""confidence"": 0.5, ""relevant_keywords"": [""market"", ""finance""], ""language"": ""english""}",🚀 Check this out:,,,,,,2025-11-16T03:45:01.175058
1763261101,tweet,Breaking news: Major development in international relations #news #world,Breaking news: Major development in international relations #news #world,Twitter,,tech_news,,,,5,pending,"{""approved"": true, ""reason"": ""Contains: news"", ""sentiment"": ""neutral"", ""confidence"": 0.4, ""relevant_keywords"": [""news""], ""language"": ""english""}",🚀 Check this out:,,,,,,2025-11-16T03:45:01.177332
1763261101,tweet,Just announced our quarterly earnings - stocks are looking great! 📈 #stocks #business,Just announced our quarterly earnings - stocks are looking great! 📈 #stocks #business,Twitter,,tech_news,,,,5,pending,"{""approved"": true, ""reason"": ""Contains: stocks, business"", ""sentiment"": ""positive"", ""confidence"": 0.5, ""relevant_keywords"": [""stocks"", ""business""], ""language"": ""english""}",🚀 Check this out:,,,,,,2025-11-16T03:45:01.179822
1763261101,tweet,Just announced our quarterly earnings - stocks are looking great! 📈 #stocks #business,Just announced our quarterly earnings - stocks are looking great! 📈 #stocks #business,Twitter,,business,,,,5,pending,"{""approved"": true, ""reason"": ""Contains: stocks, business"", ""sentiment"": ""positive"", ""confidence"": 0.5, ""relevant_keywords"": [""stocks"", ""business""], ""language"": ""english""}",🚀 Check this out:,,,,,,2025-11-16T03:45:01.182490
1763261101,tweet,New technology breakthrough in renewable energy market #technology #innovation,New technology breakthrough in renewable energy market #technology #innovation,Twitter,,business,,,,5,pending,"{""approved"": true, ""reason"": ""Contains: market, technology"", ""sentiment"": ""neutral"", ""confidence"": 0.4, ""relevant_keywords"": [""market"", ""technology""], ""language"": ""english""}",🚀 Check this out:,,,,,,2025-11-16T03:45:01.185027
1763261101,tweet,Sales numbers are through the roof this quarter! 🎉 #sales #business,Sales numbers are through the roof this quarter! 🎉 #sales #business,Twitter,,business,,,,5,pending,"{""approved"": true, ""reason"": ""Contains: sales, business"", ""sentiment"": ""neutral"", ""confidence"": 0.4, ""relevant_keywords"": [""sales"", ""business""], ""language"": ""english""}",🚀 Check this out:,,,,,,2025-11-16T03:45:01.187375
1763261101,tweet,Market analysis shows positive trends in crypto investments #crypto #finance,Market analysis shows positive trends in crypto investments #crypto #finance,Twitter,,business,,,,5,pending,"{""approved"": true, ""reason"": ""Contains: market, finance"", ""sentiment"": ""positive"", ""confidence"": 0.5, ""relevant_keywords"": [""market"", ""finance""], ""language"": ""english""}",🚀 Check this out:,,,,,,2025-11-16T03:45:01.189558
1763261101,tweet,Breaking news: Major development in international relations #news #world,Breaking news: Major development in international relations #news #world,Twitter,,business,,,,5,pending,"{""approved"": true, ""reason"": ""Contains: news"", ""sentiment"": ""neutral"", ""confidence"": 0.4, ""relevant_keywords"": [""news""], ""language"": ""english""}",🚀 Check this out:,,,,,,2025-11-16T03:45:01.192315
1763261101,tweet,Just announced our quarterly earnings - stocks are looking great! 📈 #stocks #business,Just announced our quarterly earnings - stocks are looking great! 📈 #stocks #business,Twitter,,business,,,,5,pending,"{""approved"": true, ""reason"": ""Contains: stocks, business"", ""sentiment"": ""positive"", ""confidence"": 0.5, ""relevant_keywords"": [""stocks"", ""business""], ""language"": ""english""}",🚀 Check this out:,,,,,,2025-11-16T03:45:01.194397
1763261101,tweet,Just announced our quarterly earnings - stocks are looking great! 📈 #stocks #business,Just announced our quarterly earnings - stocks are looking great! 📈 #stocks #business,Twitter,,technology,,,,5,pending,"{""approved"": true, ""reason"": ""Contains: stocks, business"", ""sentiment"": ""positive"", ""confidence"": 0.5, ""relevant_keywords"": [""stocks"", ""business""], ""language"": ""english""}",🚀 Check this out:,,,,,,2025-11-16T03:45:01.196356
1763261101,tweet,New technology breakthrough in renewable energy market #technology #innovation,New technology breakthrough in renewable energy market #technology #innovation,Twitter,,technology,,,,5,pending,"{""approved"": true, ""reason"": ""Contains: market, technology"", ""sentiment"": ""neutral"", ""confidence"": 0.4, ""relevant_keywords"": [""market"", ""technology""], ""language"": ""english""}",🚀 Check this out:,,,,,,2025-11-16T03:45:01.199355
1763261101,tweet,Sales numbers are through the roof this quarter! 🎉 #sales #business,Sales numbers are through the roof this quarter! 🎉 #sales #business,Twitter,,technology,,,,5,pending,"{""approved"": true, ""reason"": ""Contains: sales, business"", ""sentiment"": ""neutral"", ""confidence"": 0.4, ""relevant_keywords"": [""sales"", ""business""], ""language"": ""english""}",🚀 Check this out:,,,,,,2025-11-16T03:45:01.201334
1763261101,tweet,Market analysis shows positive trends in crypto investments #crypto #finance,Market analysis shows positive trends in crypto investments #crypto #finance,Twitter,,technology,,,,5,pending,"{""approved"": true, ""reason"": ""Contains: market, finance"", ""sentiment"": ""positive"", ""confidence"": 0.5, ""relevant_keywords"": [""market"", ""finance""], ""language"": ""english""}",🚀 Check this out:,,,,,,2025-11-16T03:45:01.204339
1763261101,tweet,Breaking news: Major development in international relations #news #world,Breaking news: Major development in international relations #news #world,Twitter,,technology,,,,5,pending,"{""approved"": true, ""reason"": ""Contains: news"", ""sentiment"": ""neutral"", ""confidence"": 0.4, ""relevant_keywords"": [""news""], ""language"": ""english""}",🚀 Check this out:,,,,,,2025-11-16T03:45:01.207243
1763261101,tweet,Just announced our quarterly earnings - stocks are looking great! 📈 #stocks #business,Just announced our quarterly earnings - stocks are looking great! 📈 #stocks #business,Twitter,,technology,,,,5,pending,"{""approved"": true, ""reason"": ""Contains: stocks, business"", ""sentiment"": ""positive"", ""confidence"": 0.5, ""relevant_keywords"": [""stocks"", ""business""], ""language"": ""english""}",🚀 Check this out:,,,,,,2025-11-16T03:45:01.209832
1763261444,news,"Two dead, 18 hurt in South Korea after truck crashes into market","A light truck crashed into a market in South Korea, ploughing 150 metres along a passageway lined with stalls before coming to a halt, killing two people and injuring 18, according to emergency officials and media reports.",Press TV (Iran),"https://presstv.ir/Detail/2025/11/13/758753/Two-dead,-18-hurt-in-South-Korea-after-truck-crashes-into-market,-media-reports-say",,Iran,english,middle-east,7,pending,"{""approved"": true, ""reason"": ""Contains: market"", ""sentiment"": ""neutral"", ""confidence"": 0.6000000000000001, ""relevant_keywords"": [""market""], ""language"": ""english""}",🚀 Check this out:,,,,,,2025-11-16T03:50:44.301618
1763261444,news,Iran showcases ambition and advances at military museum after setbacks of Israel war,"NBC News was given exclusive access to The National Aerospace Park in Tehran as Iran, Israel and the U.S. could be heading for another war.",NBC News World,https://www.nbcnews.com/world/iran/iran-aerospace-museum-military-advances-israel-war-irgc-rcna243577,,USA,english,americas,8,pending,"{""approved"": true, ""reason"": ""Contains: news"", ""sentiment"": ""neutral"", ""confidence"": 0.6000000000000001, ""relevant_keywords"": [""news""], ""language"": ""english""}",🚀 Check this out:,,,,,,2025-11-16T03:50:44.304911
1763261444,news,"Crawling to escape slaughter, people flee Sudan paramilitary group on their hands and knees",Malnourished people are crawling through the desert on their elbows and knees in fear of being caught by fighters from Sudan’s paramilitary Rapid Support Forces.,NBC News World,https://www.nbcnews.com/world/africa/sudan-rapid-support-forces-paramilitary-army-el-fasher-slaughter-rcna242062,,USA,english,americas,8,pending,"{""approved"": true, ""reason"": ""Contains: finance(para)"", ""sentiment"": ""neutral"", ""confidence"": 0.6000000000000001, ""relevant_keywords"": [""finance(para)""], ""language"": ""english""}",🚀 Check this out:,,,,,,2025-11-16T03:50:44.306950
1763261444,news,What to know about Elon Musk and China with Tesla's massive 'Gigafactory' in Shanghai,Billionaire tech executive Elon Musk’s relationship with party leaders in China is in the spotlight as the trade war ramps up. NBC News’ Janis Mackey Frayer reports on what this means for his popularity in the country.,NBC News World,https://www.nbcnews.com/now/video/what-to-know-about-elon-musk-and-china-with-tesla-s-massive-gigafactory-in-shanghai-234872389993,,USA,english,americas,8,pending,"{""approved"": true, ""reason"": ""Contains: news"", ""sentiment"": ""neutral"", ""confidence"": 0.6000000000000001, ""relevant_keywords"": [""news""], ""language"": ""english""}",🚀 Check this out:,,,,,,2025-11-16T03:50:44.309461
